gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_logins,avg_session_mins,login_days_active,days_since_last_login,total_tickets,avg_resolution_hours,max_resolution_hours,billing_tickets,technical_tickets,billing_ticket_ratio,total_bills,total_late_payments,late_payment_rate,avg_payment_gap,max_payment_gap,avg_amount_due,avg_monthly_spend,charge_vs_tier_avg,logins_per_active_day,num_services,risk_score,contract_encoded,internet_service_Fiber Optic,internet_service_No,payment_method_Credit Card (Automatic),payment_method_Electronic Check,payment_method_Mailed Check
1,0,1,1,-0.7873824158193141,1,0,1,0,0,0,0,0,1,-0.4932250549999674,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,3,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-0.6698935628562784,-0.5396327885972154,-0.6458270541420869,-0.6498631691794722,1,1,0,0,0,0,0,1
1,0,0,0,-0.6648354895919646,1,0,0,0,0,0,0,0,0,-1.5253874210420195,0.8150510231901759,-0.17363533984303964,0.8878035420237963,-0.9540325425622597,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,1,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,1.207104706543349,-1.1719953853918068,-0.16887028461898668,1.2160353203110579,0,0,2,0,1,1,0,0
1,0,1,0,1.050821477590929,1,1,0,0,1,0,1,1,0,1.1848711788232398,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,2,1,1.241805164669333,0.19080846277482846,0.26432600268399364,-0.8699344417930059,0.8076919148008128,0.7014364751285066,-0.6498631691794722,3,1,1,1,0,1,0,0
1,0,0,0,0.6831806989088803,1,1,0,1,1,0,1,1,1,1.2964113054761717,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,2,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-0.4564869236342463,0.9310730409209195,0.9681819138434291,-0.6498631691794722,4,1,0,1,0,0,0,0
1,0,0,0,-0.297194710909916,1,0,1,0,1,1,1,1,1,1.3563433138270002,-0.31801670073351695,1.3799821433658412,0.8878035420237963,-0.8730941782463052,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,2,1,1.241805164669333,0.2555134550351235,0.3419121879243093,-0.6890511525985485,1.0500807165219137,1.1115078212126412,-0.27668347128136617,5,2,0,1,0,0,1,0
0,0,1,1,1.5001602070912106,1,1,1,1,1,1,1,1,0,1.6143839053375133,0.8150510231901759,-0.5188836694450132,0.8878035420237963,-1.3946969705046781,2.030663802758333,0.745718807796646,0.710635569503228,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,1,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-0.9683955425614175,1.2283346406908118,1.7286054779411932,1.2160353203110579,6,0,2,1,0,1,0,0
0,0,0,0,0.8057276251362299,1,0,0,0,0,0,0,0,0,-1.4687849687106813,0.8150510231901759,0.8851262042696793,0.8878035420237963,-2.02421758185099,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,3,1,0.6359020138847701,0.5459335365755177,1.2783594004760264,0.8208342342980423,-1.1912211333645553,-0.03350692765917527,1.2160353203110579,0,1,1,0,1,0,0,1
1,0,0,1,1.5818581579094437,1,1,1,0,1,0,1,1,0,1.3962979860608864,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,2,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,1.440114460850494,0.9615559980856057,1.2070584261254491,-0.6498631691794722,4,0,2,1,0,0,0,0
0,0,1,1,-0.9099293420466638,1,0,0,0,1,1,0,0,0,-0.3184233639767166,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,2.030663802758333,-0.23447826353316445,-0.23743519896741797,-0.2888028605510629,4.247010664195901,-0.2922555300682219,1,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-0.37495578589388756,-0.3443699045889328,-0.22779315764855163,-0.6498631691794722,2,2,0,0,0,1,0,0
0,0,0,0,-0.46059061254638206,1,0,0,1,1,0,0,1,1,0.8419269088157194,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,1,1,3.023873255212165,0.27658019670126616,-0.05955121244709155,-0.2586736714117364,0.5717260539556921,-0.11870621703976245,-0.6498631691794722,3,2,0,1,0,0,1,0
1,1,0,0,-1.2775701207287122,0,0,0,0,1,0,0,1,1,-0.8361693250074881,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,3,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,0.5450540470779215,-0.6810635782818021,-1.465969746310356,-0.6498631691794722,2,2,0,0,0,0,1,0
1,0,1,0,-0.8282313912284307,1,0,0,0,0,0,0,0,0,-1.4970861948763505,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,3,1,0.6359020138847701,1.0169256895399914,2.1245901185622604,-0.6128663189723115,-1.2631805953383333,-0.10118860613908097,-0.6498631691794722,0,1,1,0,1,0,0,0
1,0,0,0,-1.2775701207287122,1,0,0,0,0,0,0,0,0,-1.4854327488081338,0.8150510231901759,-0.20816017280323698,0.8878035420237963,-2.3030052811614996,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,3,1,0.6359020138847701,1.0921640526333578,2.26081702520514,0.10799368574845675,-1.1790178169629513,-0.07331967970617863,1.2160353203110579,0,3,0,0,1,0,0,1
0,0,1,0,1.050821477590929,1,1,0,1,0,1,0,0,1,-0.16193423106066365,0.24851716122832945,-0.3462595046440264,0.8878035420237963,-0.27055302167197803,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,3,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,0.42877193259577034,-0.15035266819669418,0.1464467115932799,0.4696759245148458,2,0,2,0,0,1,0,0
1,0,1,1,0.6831806989088803,1,0,1,1,0,1,0,0,0,-0.17192289911913503,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,1,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-1.7253431000525086,-0.14561294245454226,0.12255906036507788,-0.6498631691794722,3,1,0,0,0,1,0,0
0,0,0,0,-0.09294983386433343,1,0,1,1,0,0,0,0,1,-0.3150938079572263,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,3,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,0.049629865835959346,-0.39071795295848605,-0.21983060723915093,-0.6498631691794722,2,1,0,0,0,0,0,0
1,0,1,1,0.6014827480906473,1,1,0,1,0,0,1,1,1,1.151575618628335,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,3,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-0.8400842438224919,0.8867452063753977,0.6218109710344999,-0.6498631691794722,3,1,0,1,0,0,1,0
1,0,1,1,-1.2775701207287122,0,0,0,1,0,0,0,0,0,-1.1508123688493395,2.231385678094792,-0.27145569989693213,2.4339955169183556,-2.4468957066120853,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,1,1,3.023873255212165,0.8634394288295241,0.29229311596829355,-1.9944404071299768,-0.9223798631811281,-2.218430759998719,1.2160353203110579,1,3,0,0,0,0,1,0
1,0,1,0,1.62270713331856,1,1,1,1,1,1,1,1,1,0.8485860208547005,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,2,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,0.4452563702809791,0.565471225835506,2.563080760846383,-0.6498631691794722,6,0,2,0,0,1,0,0
0,0,0,1,-0.6239865141828481,1,0,0,0,0,0,1,1,1,-0.0021155421251199424,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,1,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-1.945432619417193,-0.05159834835922144,0.528649131244512,-0.6498631691794722,2,1,0,0,0,0,0,1
0,1,1,0,1.5818581579094437,1,1,1,1,1,1,0,0,1,1.0516889380436203,1.098317954171099,0.5053530417075083,0.8878035420237963,-1.5475805475459252,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,1,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,1.419620295079694,0.7402549919024989,0.3829344587524797,1.5892150182091638,4,0,2,1,0,1,0,0
1,1,1,0,-0.8282313912284307,1,0,0,0,1,0,1,1,1,1.0233877118779513,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,2,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,0.3837738729685775,-1.3070175924188105,0.3152527802725741,-0.6498631691794722,3,1,0,1,0,1,0,0
0,0,1,1,-0.21549676009168298,1,0,1,1,1,1,0,0,0,0.046163020157492275,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,3,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,0.4189703750532136,0.07925059546136158,0.6441061121808217,-0.6498631691794722,4,0,1,0,0,0,0,1
1,0,0,0,-1.2775701207287122,1,0,0,0,0,0,0,0,0,-1.4837679707983884,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,2,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,0.9393439754944106,-1.1777410112227429,-0.06933840450147828,-0.6498631691794722,0,2,0,0,1,0,0,0
1,1,0,0,-1.2775701207287122,1,0,0,0,0,0,0,0,0,-0.6497141879160205,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,4.4783730553386745,1.320053029278957,2.6067771064445204,3.1587201002305236,-0.2247633091830392,1.603099624876978,1,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-0.3700550071226092,-0.5380613353784978,-1.0200669233839184,-0.6498631691794722,0,2,0,0,0,0,0,0
0,0,1,1,1.62270713331856,1,1,1,1,0,1,1,0,0,1.169888176735533,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,2.030663802758333,0.4700383814851368,0.4439906658708589,3.1587201002305236,-0.2247633091830392,3.498454779822178,3,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-0.004724225990946498,0.8783772992517763,0.6656049982862036,-0.6498631691794722,4,0,2,1,0,0,0,0
1,0,0,0,-1.1141742190922463,1,0,0,0,0,0,0,0,1,0.1643622588494046,0.5317840922092527,0.4823364864007101,0.8878035420237963,0.4399059539902883,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,2,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-1.9120182187039312,-0.07509157397905006,-1.7390852253527989,0.8428556224129519,0,2,0,1,0,0,1,0
0,0,0,0,-0.8282313912284307,1,0,0,0,1,0,0,0,1,0.3341696158434195,-0.034749769752593765,2.6458926852397444,0.8878035420237963,-1.3946969705046781,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,2,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,0.886771985038879,5.857245816367046,-1.3329951544733647,0.09649622661673982,1,1,0,1,0,1,0,0
1,0,0,0,0.07044606777213262,1,1,0,1,1,0,1,1,1,1.3846445399926692,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,3,2,1.8477083154538965,0.9898398788263796,1.1917515657891626,0.40293146271084795,0.9721369835176116,1.179189499692547,-0.6498631691794722,4,2,0,1,0,0,1,0
0,0,0,0,-0.8690803666375472,1,1,0,0,1,0,1,1,1,1.1016322783359775,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,3,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-0.9247340589627552,0.8725768610532051,0.5023727148934898,-0.6498631691794722,3,2,0,1,0,0,0,0
1,0,1,1,-0.9099293420466638,1,0,0,1,0,0,0,0,0,-0.5065432790779295,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,1,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-1.6772263630254114,-0.47881754903284307,-0.6776772557796895,-0.6498631691794722,1,1,1,0,0,0,0,1
0,0,1,1,1.5410091825003271,1,1,1,1,0,0,1,0,1,0.14771447875195215,-0.034749769752593765,0.16010471210553479,0.8878035420237963,0.27802922535837954,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,2,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-0.7104363690550363,0.08387074067685543,0.8869638996675423,0.09649622661673982,3,0,2,0,0,1,0,0
0,0,1,1,-0.6239865141828481,1,0,0,0,0,0,0,0,0,-1.465455412691191,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,1,1,3.023873255212165,1.498451213337536,0.6730067226126332,-1.670543482882759,-1.0653069998644202,-0.0255443772497746,-0.6498631691794722,0,1,1,0,1,0,0,1
0,0,0,0,1.2550663546365115,1,1,1,1,1,1,1,0,1,0.5023121948276892,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,2,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,0.5713400423056869,0.27694606202987543,1.7349755182687137,-0.6498631691794722,5,0,2,0,0,1,0,0
0,0,1,0,-0.7873824158193141,1,1,1,1,0,1,1,0,1,0.38078340011628653,0.5317840922092527,0.20613782271913125,0.8878035420237963,-0.48638865984785645,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,1,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-0.17536043230000345,0.23430792162121744,1.4443424283255892,0.8428556224129519,4,1,0,0,0,0,1,0
0,0,0,0,0.6831806989088803,1,1,0,0,0,0,0,1,1,0.6571365497339972,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,3,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-0.9670589665328869,0.3423874229049845,-0.5606277647614997,-0.6498631691794722,1,1,0,1,0,0,1,0
1,0,0,0,-1.2367211453195959,1,0,0,1,0,0,0,0,0,-0.5165319471364009,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,2.030663802758333,-0.20384710505410783,-0.20780798745271026,3.1587201002305236,-0.2247633091830392,3.498454779822178,2,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-0.2248137453556309,-0.4550689622649729,-0.7015649070078916,-0.6498631691794722,1,2,0,0,0,0,0,1
0,0,0,0,-1.2367211453195959,1,0,0,0,0,0,1,0,1,0.5289486429836134,0.8150510231901759,0.3557454322133198,0.8878035420237963,-2.0961627945762826,2.030663802758333,0.09480669011669375,0.08105732481568968,-0.2888028605510629,4.247010664195901,-0.2922555300682219,2,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,1.2930910977121424,0.14694494424313428,-0.8671859555234256,1.2160353203110579,1,2,0,1,0,0,1,0
1,0,0,0,0.8057276251362299,1,1,1,0,0,1,1,1,1,0.4989826388081989,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,1,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-0.6605375306565651,0.3777030278292011,1.7270129678593131,-0.6498631691794722,4,0,2,0,0,1,0,0
0,0,1,1,1.5001602070912106,1,1,1,0,1,1,0,0,1,-0.020428100232317548,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,2,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,1.090377066718354,-0.11917653043516163,0.48485510399280835,-0.6498631691794722,3,0,2,0,0,1,0,0
0,1,0,0,-0.8282313912284307,1,1,0,1,0,0,1,0,1,0.8485860208547005,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,2.030663802758333,5.845806694559567,5.643566286702058,3.1587201002305236,-0.2247633091830392,3.498454779822178,3,1,0.6359020138847701,-0.34338391518807293,-0.3220812113416481,-0.49836630586153435,6.4753261951061045,-0.1027811162209611,-0.6498631691794722,2,2,0,1,0,0,1,0
0,0,0,0,-0.7056844650010812,1,0,1,1,0,0,1,1,1,1.1432517285796087,0.24851716122832945,0.2866957662929251,0.8878035420237963,-2.4648820097934085,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,3,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,0.1382894090618138,0.7347437468435914,0.6019045950109981,0.4696759245148458,4,1,0,1,0,1,0,0
0,1,1,0,-0.297194710909916,1,1,1,0,0,1,1,0,1,0.15770314681042352,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,1,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-0.8271640088800307,0.09666433419374047,0.9108515508957442,-0.6498631691794722,3,1,0,0,0,1,0,0
0,1,1,0,-0.9916272928648967,1,1,0,1,0,0,0,0,1,0.5289486429836134,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,1,1,3.023873255212165,4.831510698373667,2.6713020750230894,1.9088071215218472,0.32793215791762864,-0.8671859555234256,-0.6498631691794722,1,3,0,1,0,1,0,0
0,1,1,1,1.132519428409162,1,0,1,1,1,1,0,1,1,0.3358343938531646,4.214254194961255,0.6127636331392332,3.980187491812915,-1.8803271564004045,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,1,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-1.7240065240239781,0.2030605565252793,1.33684799779868,1.4649461788090945,5,0,1,0,0,1,0,0
1,1,0,0,-0.5831375387737316,1,1,0,0,0,0,1,1,1,1.0217229338682061,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,3,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,0.5780229224483395,0.7927249141794845,0.31127150506787377,-0.6498631691794722,2,1,0,1,0,0,1,0
0,0,1,1,1.2550663546365115,1,1,1,0,0,0,1,1,1,1.1615642866868068,-0.6012836317144402,-0.6109498906722061,-0.6583884328707629,0.6107758342128587,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,3,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-0.6596464799708782,0.8645807038923058,0.6456986222627018,-0.6498631691794722,3,0,1,1,0,1,0,0
1,1,1,1,1.377613280863861,1,1,0,1,1,1,1,1,1,1.45456521640197,1.098317954171099,0.666468928855096,0.8878035420237963,-0.7831626623396892,-0.41704544982200914,-0.2957405804912776,-0.29668962199683335,-0.2888028605510629,-0.2247633091830392,-0.2922555300682219,3,0,-0.5402629258734993,-0.4351747181619799,-0.4862752312688278,-0.24842658852633598,1.0443459241942277,1.3464030582899609,1.5892150182091638,5,0,1,1,0,0,1,0
