churn_probability,predicted_churn,actual_churn,risk_tier,top_churn_drivers
0.8904230043147602,1,1,High,"online_backup, device_protection, tech_support"
0.889731646243434,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8891669145654099,1,1,High,"streaming_tv, streaming_movies, device_protection"
0.8886689895878616,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8868128310892326,1,0,High,"online_backup, device_protection, tech_support"
0.8861411201638564,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8830204631807175,1,0,High,"streaming_movies, online_backup, device_protection"
0.8827943568890839,1,1,High,"streaming_movies, device_protection, tech_support"
0.8824281152910167,1,0,High,"online_backup, device_protection, tech_support"
0.8821073063658784,1,1,High,"online_backup, device_protection, monthly_charges"
0.8815537912462357,1,1,High,"num_services, monthly_charges, tech_support"
0.8814012420771469,1,0,High,"streaming_tv, online_backup, device_protection"
0.880951123476087,1,0,High,"num_services, device_protection, monthly_charges"
0.8804582580113517,1,1,High,"online_backup, device_protection, monthly_charges"
0.8799241577491091,1,0,High,"streaming_movies, online_backup, device_protection"
0.8797543185183521,1,0,High,"online_backup, device_protection, tech_support"
0.8782630411167138,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8782054267809358,1,0,High,"online_backup, device_protection, tech_support"
0.8779004136701899,1,1,High,"streaming_movies, online_backup, device_protection"
0.8777145435686314,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.8774079443168304,1,1,High,"num_services, online_backup, tech_support"
0.8748333963921839,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8735623594158431,1,1,High,"streaming_tv, online_backup, device_protection"
0.872485600507175,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8711361293318658,1,1,High,"streaming_movies, online_backup, device_protection"
0.8707714279401267,1,0,High,"streaming_tv, online_backup, device_protection"
0.867573656731683,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8673423351728421,1,1,High,"num_services, online_backup, monthly_charges"
0.8668133976200337,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.866570282922426,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.866423967960511,1,0,High,"online_backup, device_protection, monthly_charges"
0.8629025445883468,1,0,High,"num_services, streaming_tv, tech_support"
0.8621974802423502,1,0,High,"streaming_movies, online_backup, device_protection"
0.8614284816332133,1,0,High,"online_backup, device_protection, tech_support"
0.8605654896617869,1,1,High,"num_services, monthly_charges, tech_support"
0.8603870819734133,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8601205982142317,1,0,High,"streaming_tv, online_backup, device_protection"
0.8590406987309291,1,1,High,"num_services, monthly_charges, tech_support"
0.8575390751513186,1,1,High,"streaming_movies, online_backup, tech_support"
0.8575079209907751,1,1,High,"num_services, monthly_charges, online_backup"
0.8570858606391694,1,1,High,"num_services, monthly_charges, tech_support"
0.8560232905606384,1,1,High,"streaming_tv, online_backup, device_protection"
0.8557719737319922,1,1,High,"streaming_movies, online_backup, device_protection"
0.8552411342970464,1,1,High,"streaming_tv, online_backup, device_protection"
0.8522631687084954,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8513039535004547,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.8499417207346658,1,1,High,"online_backup, device_protection, tech_support"
0.8468713274138954,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.8467293964182102,1,0,High,"online_backup, device_protection, tech_support"
0.8464186781854235,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8463050010124414,1,1,High,"streaming_movies, online_backup, device_protection"
0.844832085483077,1,0,High,"online_backup, device_protection, tech_support"
0.844494824003914,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8439722016144975,1,1,High,"streaming_movies, online_backup, device_protection"
0.8428516760585286,1,0,High,"streaming_tv, device_protection, tech_support"
0.8427633197483289,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.8427078734331124,1,1,High,"num_services, online_backup, monthly_charges"
0.842570420103557,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8395464264408741,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8385520300948986,1,1,High,"streaming_movies, online_backup, device_protection"
0.8374403985464262,1,1,High,"streaming_movies, online_backup, device_protection"
0.8374366854655702,1,1,High,"streaming_tv, online_backup, device_protection"
0.8366282554137922,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8356211877493686,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8346753431150026,1,1,High,"streaming_tv, online_backup, device_protection"
0.8339772425117984,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8325314654322586,1,1,High,"online_backup, device_protection, tech_support"
0.8321892674292893,1,0,High,"streaming_movies, online_backup, device_protection"
0.831882707136777,1,1,High,"online_backup, device_protection, tech_support"
0.8318478778306133,1,1,High,"online_backup, device_protection, tech_support"
0.8298431520215184,1,1,High,"streaming_tv, device_protection, tech_support"
0.8294789472525367,1,0,High,"streaming_movies, online_backup, device_protection"
0.8293942522415284,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8291303651415489,1,0,High,"num_services, online_backup, monthly_charges"
0.8288880094327052,1,1,High,"streaming_tv, online_backup, device_protection"
0.8280330568696087,1,0,High,"num_services, device_protection, monthly_charges"
0.8278914034690744,1,1,High,"streaming_tv, online_backup, device_protection"
0.8262848696200482,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.8262838204215374,1,1,High,"num_services, phone_service, online_backup"
0.8254844070408118,1,0,High,"num_services, online_backup, monthly_charges"
0.8243666535520656,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.8240804113018125,1,1,High,"streaming_movies, online_backup, tech_support"
0.8230481158597416,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8217545758874761,1,0,High,"num_services, device_protection, monthly_charges"
0.8200882717622872,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8197238351032684,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8166810416681378,1,1,High,"streaming_tv, online_backup, device_protection"
0.8157674375768278,1,0,High,"streaming_tv, online_backup, device_protection"
0.8154783493799151,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8151464269747242,1,0,High,"streaming_movies, online_backup, tech_support"
0.8145804666967721,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8143894116664072,1,0,High,"streaming_tv, online_backup, device_protection"
0.8132756886196243,1,1,High,"streaming_movies, online_backup, device_protection"
0.8107026843538329,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.8088879050470845,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8087382881014541,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8084270307395897,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.808081065577349,1,1,High,"streaming_movies, online_backup, device_protection"
0.8080140639821543,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.8071455669141495,1,0,High,"streaming_movies, online_backup, device_protection"
0.8062584621654698,1,1,High,"phone_service, streaming_tv, streaming_movies"
0.8056030864117925,1,0,High,"phone_service, online_backup, device_protection"
0.8050875762802959,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.8044303661225031,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.8025984083986957,1,1,High,"streaming_tv, online_backup, device_protection"
0.8010991860691048,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.8000296761249346,1,1,High,"streaming_tv, online_backup, device_protection"
0.7993010883976654,1,0,High,"num_services, device_protection, monthly_charges"
0.7972585989869648,1,0,High,"num_services, device_protection, monthly_charges"
0.7963379686306105,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.7960540360602822,1,1,High,"num_services, device_protection, monthly_charges"
0.7960285402426307,1,1,High,"num_services, device_protection, monthly_charges"
0.7931551469982517,1,1,High,"phone_service, online_backup, device_protection"
0.793005300726086,1,1,High,"streaming_tv, online_backup, tech_support"
0.790260370297644,1,0,High,"streaming_movies, device_protection, tech_support"
0.79005150756173,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.7894274894175567,1,0,High,"online_backup, device_protection, tech_support"
0.7880657050447905,1,0,High,"streaming_movies, device_protection, tech_support"
0.7878886806630109,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.787885607337644,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.7867627614474768,1,1,High,"num_services, online_backup, device_protection"
0.7865223287192489,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.7843777105095455,1,0,High,"streaming_tv, online_backup, device_protection"
0.7834279171458113,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.7833131198498622,1,0,High,"num_services, monthly_charges, tech_support"
0.7826900411305668,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.7799514676265739,1,0,High,"num_services, online_backup, monthly_charges"
0.778230537906414,1,0,High,"num_services, monthly_charges, tech_support"
0.7782111979111761,1,1,High,"phone_service, streaming_movies, online_backup"
0.7771900458881398,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.7771067504734237,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.7759382384038943,1,1,High,"phone_service, streaming_tv, online_backup"
0.7755062159080272,1,0,High,"streaming_tv, online_backup, device_protection"
0.7734604341585596,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.7734209351263508,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.7721228015278004,1,1,High,"streaming_movies, online_backup, device_protection"
0.772067287327553,1,1,High,"num_services, online_backup, device_protection"
0.7701292865020453,1,0,High,"streaming_tv, device_protection, tech_support"
0.7700774097310977,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.7692307876366942,1,0,High,"streaming_tv, online_backup, device_protection"
0.7683630374657342,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.7681229208909892,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.7679681324936014,1,1,High,"online_backup, device_protection, tech_support"
0.767165272015913,1,1,High,"num_services, online_backup, monthly_charges"
0.7635855529912816,1,1,High,"streaming_tv, online_backup, device_protection"
0.7628297612683579,1,0,High,"online_backup, device_protection, tech_support"
0.760597608109731,1,0,High,"num_services, streaming_movies, tech_support"
0.7600563338991215,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.7598951905433152,1,1,High,"streaming_movies, online_backup, device_protection"
0.7593749046122059,1,0,High,"streaming_tv, online_backup, device_protection"
0.7592187344385027,1,1,High,"phone_service, streaming_tv, streaming_movies"
0.7581328040076836,1,1,High,"num_services, phone_service, device_protection"
0.7576159324529642,1,0,High,"streaming_movies, online_backup, tech_support"
0.7575752115340078,1,1,High,"streaming_tv, device_protection, tech_support"
0.7559559361884811,1,1,High,"phone_service, streaming_tv, streaming_movies"
0.7512803764692316,1,0,High,"online_backup, device_protection, tech_support"
0.7502085475183852,1,1,High,"streaming_tv, online_backup, device_protection"
0.7488467556730662,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.7488105349076636,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.7458733130687657,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.7457636526587084,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.7456691784235793,1,1,High,"streaming_tv, online_backup, tech_support"
0.7435976812417544,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.7416601592541308,1,1,High,"phone_service, streaming_tv, online_backup"
0.7408339750755089,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.7400532624679056,1,1,High,"num_services, online_backup, monthly_charges"
0.7387613705002635,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.7386761688279343,1,1,High,"streaming_tv, online_backup, device_protection"
0.7375013909278636,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.737010834609245,1,0,High,"num_services, device_protection, tech_support"
0.7344611748615925,1,0,High,"num_services, streaming_tv, online_backup"
0.733857669435884,1,1,High,"phone_service, streaming_tv, streaming_movies"
0.7338038857193366,1,1,High,"num_services, streaming_movies, tech_support"
0.7333284933587344,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.7330337321835773,1,1,High,"streaming_movies, device_protection, tech_support"
0.7326226374985954,1,1,High,"streaming_movies, online_backup, tech_support"
0.7320392394856815,1,0,High,"online_backup, device_protection, tech_support"
0.7271013915240928,1,0,High,"num_services, monthly_charges, charge_vs_tier_avg"
0.7243499282869665,1,0,High,"online_backup, device_protection, tech_support"
0.723308695962069,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.723301698166656,1,0,High,"streaming_movies, online_backup, device_protection"
0.7220699165682649,1,1,High,"streaming_movies, online_backup, device_protection"
0.7209011404542363,1,1,High,"num_services, monthly_charges, tech_support"
0.7198038897948771,1,0,High,"streaming_tv, device_protection, tech_support"
0.7186046615817154,1,1,High,"phone_service, streaming_tv, online_backup"
0.7181891600077455,1,0,High,"streaming_tv, streaming_movies, device_protection"
0.7173882357033622,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.7159472731897054,1,1,High,"num_services, streaming_movies, device_protection"
0.7146810153745737,1,1,High,"streaming_tv, streaming_movies, device_protection"
0.7139613452046708,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.7133575432937896,1,0,High,"num_services, online_backup, tech_support"
0.7128316296065051,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.7110871957507057,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.7110077367436171,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.710587606284665,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.7104523137753441,1,1,High,"phone_service, streaming_tv, online_backup"
0.7098170865732973,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.7089884384671562,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.7082495011091915,1,1,High,"streaming_movies, online_backup, tech_support"
0.7064240172854548,1,0,High,"num_services, streaming_movies, online_backup"
0.7059075856428918,1,1,High,"streaming_tv, streaming_movies, device_protection"
0.7034959160483347,1,1,High,"phone_service, streaming_tv, streaming_movies"
0.7005319359732016,1,1,High,"num_services, online_backup, device_protection"
0.7001714068593657,1,1,High,"online_backup, device_protection, tech_support"
0.6999744270319569,1,1,High,"num_services, online_backup, device_protection"
0.6984885652347772,1,1,High,"streaming_tv, device_protection, tech_support"
0.6982173473229013,1,0,High,"num_services, online_backup, device_protection"
0.6980846757059989,1,0,High,"num_services, online_backup, monthly_charges"
0.6980700164641623,1,0,High,"phone_service, streaming_tv, streaming_movies"
0.6979427561977055,1,0,High,"phone_service, streaming_tv, online_backup"
0.6957880882729713,1,1,High,"streaming_tv, online_backup, device_protection"
0.6956409334413554,1,1,High,"num_services, monthly_charges, tech_support"
0.6937432033961114,1,0,High,"streaming_tv, online_backup, device_protection"
0.6937281118986287,1,0,High,"streaming_tv, streaming_movies, device_protection"
0.693247333167772,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6928182576322928,1,1,High,"streaming_tv, streaming_movies, device_protection"
0.6921059839264858,1,1,High,"num_services, streaming_movies, tech_support"
0.6919569765428013,1,0,High,"streaming_movies, online_backup, device_protection"
0.691280402761022,1,1,High,"num_services, streaming_tv, device_protection"
0.6902237414491639,1,0,High,"online_backup, device_protection, tech_support"
0.6896251053046699,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6887017605341855,1,1,High,"num_services, monthly_charges, tech_support"
0.6883238713521446,1,1,High,"streaming_tv, streaming_movies, device_protection"
0.687634821197608,1,0,High,"streaming_movies, online_backup, device_protection"
0.6871693411920599,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.6869746211677376,1,0,High,"num_services, phone_service, online_backup"
0.6852771699042851,1,0,High,"num_services, online_backup, device_protection"
0.6849126509927116,1,0,High,"num_services, streaming_movies, device_protection"
0.6842504742515307,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6837805050286323,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6816854080542478,1,1,High,"streaming_tv, online_backup, device_protection"
0.6807223043840861,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6804134021521369,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6788123546220328,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6784892529269596,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6758937662866414,1,1,High,"streaming_tv, streaming_movies, max_resolution_hours"
0.6754822032245087,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6750280800357202,1,1,High,"num_services, monthly_charges, charge_vs_tier_avg"
0.674580736461074,1,1,High,"num_services, online_backup, device_protection"
0.6732667988643507,1,1,High,"streaming_movies, online_backup, device_protection"
0.6728374058993618,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6723079759895865,1,1,High,"streaming_tv, online_backup, device_protection"
0.671653894658164,1,0,High,"num_services, online_backup, device_protection"
0.6714105369650533,1,0,High,"num_services, online_backup, monthly_charges"
0.6712464606859369,1,0,High,"num_services, online_backup, monthly_charges"
0.6707076885017503,1,1,High,"num_services, monthly_charges, tech_support"
0.6695563655068429,1,1,High,"num_services, monthly_charges, charge_vs_tier_avg"
0.6693105215469478,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.6686527111042739,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6676308814880305,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.665891897817015,1,0,High,"streaming_movies, online_backup, tech_support"
0.664131818015579,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6633005977426503,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.663197368146821,1,1,High,"streaming_tv, online_backup, tech_support"
0.6609383884198056,1,0,High,"num_services, streaming_tv, online_backup"
0.6604492451453423,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.6599916369113531,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6593976220953058,1,1,High,"phone_service, streaming_movies, online_backup"
0.6587715224779167,1,1,High,"phone_service, streaming_tv, streaming_movies"
0.6548594784339176,1,0,High,"num_services, online_backup, device_protection"
0.654065331617969,1,0,High,"streaming_tv, streaming_movies, device_protection"
0.65149250642661,1,0,High,"streaming_movies, online_backup, tech_support"
0.6514468444879521,1,1,High,"streaming_tv, online_backup, device_protection"
0.6452858563704648,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6448468191192974,1,0,High,"num_services, online_backup, monthly_charges"
0.644382635185204,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6436867960517628,1,0,High,"num_services, streaming_tv, tech_support"
0.64360456206786,1,0,High,"streaming_tv, device_protection, tech_support"
0.643589407394999,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.6415321293075552,1,1,High,"phone_service, streaming_tv, streaming_movies"
0.640857942223387,1,0,High,"num_services, monthly_charges, tech_support"
0.6382754824806132,1,1,High,"streaming_tv, streaming_movies, device_protection"
0.6373130260332562,1,0,High,"num_services, device_protection, monthly_charges"
0.6370313275822369,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.633869797329163,1,0,High,"num_services, streaming_tv, streaming_movies"
0.6332619493485869,1,1,High,"streaming_movies, online_backup, device_protection"
0.6329058615939318,1,0,High,"num_services, monthly_charges, online_backup"
0.6323807804555139,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.6311804405806026,1,1,High,"num_services, streaming_movies, tech_support"
0.6307511727252159,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.6307229554319309,1,1,High,"num_services, online_backup, monthly_charges"
0.6299813194707702,1,0,High,"num_services, device_protection, monthly_charges"
0.6286754354917499,1,0,High,"num_services, monthly_charges, online_backup"
0.6284391863469693,1,0,High,"streaming_movies, online_backup, device_protection"
0.6279778471440733,1,0,High,"num_services, phone_service, device_protection"
0.6271804528961489,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6261395210694267,1,1,High,"online_backup, device_protection, tech_support"
0.624307717893498,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.6203018610142005,1,0,High,"streaming_tv, online_backup, tech_support"
0.618914408300713,1,1,High,"num_services, monthly_charges, device_protection"
0.6181576002795764,1,0,High,"streaming_tv, online_backup, device_protection"
0.6180093964517254,1,0,High,"streaming_tv, device_protection, tech_support"
0.6174709571768189,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6168270116026594,1,0,High,"num_services, monthly_charges, tech_support"
0.6165238165309505,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6161629017725264,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6144113345158697,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.6137613370801299,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.611131121839593,1,1,High,"num_services, monthly_charges, device_protection"
0.6110526256773607,1,0,High,"num_services, monthly_charges, tech_support"
0.6104720560560329,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6098269530738194,1,0,High,"streaming_tv, streaming_movies, online_backup"
0.6078765873209763,1,0,High,"num_services, streaming_tv, streaming_movies"
0.6055862703609572,1,0,High,"phone_service, online_backup, device_protection"
0.6050439194691997,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6035346078769823,1,0,High,"num_services, monthly_charges, tech_support"
0.6034276893972481,1,0,High,"streaming_tv, streaming_movies, device_protection"
0.6007440897170427,1,0,High,"streaming_tv, streaming_movies, tech_support"
0.6006877311020308,1,1,High,"streaming_tv, streaming_movies, online_backup"
0.6000453071648271,1,1,High,"num_services, online_backup, device_protection"
0.5986591378312058,1,1,Medium,"streaming_tv, streaming_movies, device_protection"
0.597458575685113,1,1,Medium,"streaming_tv, online_backup, device_protection"
0.5974582152698742,1,0,Medium,"streaming_tv, online_backup, device_protection"
0.5903415384349293,1,0,Medium,"num_services, monthly_charges, tech_support"
0.5902068119980296,1,1,Medium,"num_services, device_protection, monthly_charges"
0.5892832657632558,1,0,Medium,"streaming_tv, streaming_movies, online_backup"
0.5885822975100993,1,0,Medium,"streaming_tv, max_resolution_hours, streaming_movies"
0.5881873337913881,1,0,Medium,"streaming_tv, online_backup, device_protection"
0.5874495524853067,1,0,Medium,"streaming_tv, streaming_movies, online_backup"
0.587251983077675,1,1,Medium,"streaming_tv, online_backup, device_protection"
0.5858407947947651,1,1,Medium,"phone_service, streaming_tv, streaming_movies"
0.5828319236812052,1,0,Medium,"streaming_tv, streaming_movies, online_backup"
0.5821555488146237,1,0,Medium,"streaming_tv, streaming_movies, online_backup"
0.5815135455958725,1,1,Medium,"streaming_tv, streaming_movies, online_backup"
0.5813697359793898,1,1,Medium,"streaming_tv, streaming_movies, device_protection"
0.5812163063328027,1,0,Medium,"streaming_tv, streaming_movies, online_backup"
0.5807805776629464,1,1,Medium,"streaming_tv, streaming_movies, online_backup"
0.5805207688545131,1,0,Medium,"streaming_movies, online_backup, tech_support"
0.5801483056799218,1,0,Medium,"num_services, streaming_movies, online_backup"
0.5796565817230219,1,1,Medium,"online_backup, device_protection, tech_support"
0.5792700225491489,1,1,Medium,"num_services, streaming_movies, tech_support"
0.5785869564772194,1,1,Medium,"num_services, monthly_charges, tech_support"
0.5775179479886752,1,0,Medium,"num_services, online_backup, monthly_charges"
0.5772680762138326,1,1,Medium,"streaming_tv, streaming_movies, online_backup"
0.5770358204653039,1,0,Medium,"streaming_tv, streaming_movies, online_backup"
0.5739915899278383,1,0,Medium,"streaming_tv, streaming_movies, device_protection"
0.5726801618897364,1,1,Medium,"streaming_tv, streaming_movies, online_backup"
0.5724462208806187,1,0,Medium,"streaming_tv, streaming_movies, online_backup"
0.5721350715196629,1,0,Medium,"streaming_tv, streaming_movies, device_protection"
0.5712087873241116,1,0,Medium,"streaming_tv, streaming_movies, device_protection"
0.5711344882993136,1,0,Medium,"num_services, online_backup, tech_support"
0.5705539401590788,1,0,Medium,"streaming_tv, streaming_movies, device_protection"
0.5703153722136522,1,1,Medium,"streaming_tv, streaming_movies, online_backup"
0.5699199850177139,1,1,Medium,"phone_service, streaming_tv, streaming_movies"
0.569254750685163,1,0,Medium,"streaming_tv, streaming_movies, online_backup"
0.567967033264139,1,1,Medium,"streaming_tv, streaming_movies, online_backup"
0.566972725989649,1,0,Medium,"streaming_tv, device_protection, tech_support"
0.5659227376822354,1,1,Medium,"num_services, streaming_tv, online_backup"
0.5654435668323632,1,0,Medium,"phone_service, streaming_tv, streaming_movies"
0.5636293489695703,1,1,Medium,"streaming_tv, streaming_movies, online_backup"
0.5630750916839696,1,0,Medium,"streaming_tv, online_backup, device_protection"
0.5616452751825233,1,1,Medium,"streaming_tv, streaming_movies, online_backup"
0.5593138121622417,1,0,Medium,"streaming_tv, streaming_movies, online_backup"
0.5586351875094617,1,1,Medium,"streaming_movies, online_backup, device_protection"
0.5522370501160218,1,0,Medium,"streaming_tv, online_backup, device_protection"
0.5499881841526131,1,1,Medium,"phone_service, streaming_tv, streaming_movies"
0.5486189603525174,1,1,Medium,"streaming_tv, device_protection, tech_support"
0.5456434846771714,1,0,Medium,"streaming_tv, streaming_movies, online_backup"
0.5433338730608617,1,0,Medium,"phone_service, streaming_tv, streaming_movies"
0.543135038664409,1,1,Medium,"num_services, streaming_tv, monthly_charges"
0.5413392803383696,1,0,Medium,"streaming_tv, streaming_movies, online_backup"
0.5385821129081516,1,0,Medium,"streaming_tv, streaming_movies, online_backup"
0.5380097344278424,1,1,Medium,"num_services, monthly_charges, charge_vs_tier_avg"
0.5372145849400046,1,1,Medium,"num_services, online_backup, tech_support"
0.5359228752905274,1,1,Medium,"streaming_tv, streaming_movies, online_backup"
0.5355135404320611,1,0,Medium,"streaming_tv, streaming_movies, device_protection"
